Cust_ID,Name,Age,Gender,Location,Marital_Status,Education,Occupation,MOB,Income,Dependents,Digital_ind,Email,Phone,Address
8250,Customer 8250,63,Female,Thiruvananthapuram,Divorced,Masters Degree,Stockbroker,157,1523395,0,0,Customer 8250@gmail.com,+91 0697122664,
8251,Customer 8251,46,Female,Surat,Unmarried,Professional Degree,Photographer,35,996580,0,1,Customer 8251@gmail.com,+91 5246402906,
8252,Customer 8252,31,Other,Delhi,Unmarried,Doctorate Degree,Real Estate Agent,132,3039390,0,0,Customer 8252@gmail.com,+91 9379422379,
8253,Customer 8253,53,Female,Ghaziabad,Divorced,Bachelors Degree,Stockbroker,140,285830,0,0,Customer 8253@gmail.com,+91 6252880368,
8254,Customer 8254,63,Male,Kolkata,Widower,Masters Degree,Marketing Manager,76,1562414,3,1,Customer 8254@gmail.com,+91 8659501673,
8255,Customer 8255,48,Other,Kochi,Separated,High School Diploma,Civil Engineer,203,2796148,1,1,Customer 8255@gmail.com,+91 8608317180,
8256,Customer 8256,31,Male,Bhilai,Unmarried,Doctorate Degree,Investment Banker,123,4529359,1,1,Customer 8256@gmail.com,+91 6846497566,
8257,Customer 8257,42,Male,Dehradun,Unmarried,Bachelors Degree,Hair Stylist,232,232457,1,0,Customer 8257@gmail.com,+91 6340013502,
8258,Customer 8258,52,Female,Srinagar,Married,High School Diploma,Architect,238,4626970,4,0,Customer 8258@gmail.com,+91 3110709816,
8259,Customer 8259,27,Female,Amritsar,Unmarried,High School Diploma,Businessman,50,3695483,3,1,Customer 8259@gmail.com,+91 3770386763,
8260,Customer 8260,53,Female,Visakhapatnam,Unmarried,Bachelors Degree,Delivery Person,53,4710406,0,0,Customer 8260@gmail.com,+91 2029655684,
8261,Customer 8261,30,Other,Vadodara,Divorced,Bachelors Degree,Real Estate Agent,35,1713260,4,1,Customer 8261@gmail.com,+91 0206017517,
8262,Customer 8262,32,Male,Panaji,Separated,Doctorate Degree,Real Estate Agent,15,2149631,4,0,Customer 8262@gmail.com,+91 2207162788,
8263,Customer 8263,41,Other,Panaji,Divorced,High School Diploma,Consultant,238,1148371,2,1,Customer 8263@gmail.com,+91 4672658892,
8264,Customer 8264,39,Male,Nagpur,Widower,High School Diploma,Insurance Agent,179,4515817,4,0,Customer 8264@gmail.com,+91 5201054740,
8265,Customer 8265,25,Male,Nagpur,Separated,Doctorate Degree,Consultant,73,3164054,3,1,Customer 8265@gmail.com,+91 4028690308,
8266,Customer 8266,51,Male,Aurangabad,Married,High School Diploma,Carpenter,55,104966,1,1,Customer 8266@gmail.com,+91 1175178976,
8267,Customer 8267,44,Other,Allahabad,Divorced,Masters Degree,Banker,239,1242496,4,0,Customer 8267@gmail.com,+91 8014614945,
8268,Customer 8268,50,Male,Jaipur,Married,Doctorate Degree,Plumber,225,1686485,0,0,Customer 8268@gmail.com,+91 4125480760,
8269,Customer 8269,52,Male,Srinagar,Separated,Professional Degree,Financial Planner,18,4749534,2,0,Customer 8269@gmail.com,+91 8461840029,
8270,Customer 8270,69,Male,Kochi,Separated,High School Diploma,Carpenter,229,3624851,1,1,Customer 8270@gmail.com,+91 7883448324,
8271,Customer 8271,67,Other,Ludhiana,Married,High School Diploma,Social Media Manager,199,3448340,3,1,Customer 8271@gmail.com,+91 1586181235,
8272,Customer 8272,38,Male,Ghaziabad,Married,Masters Degree,Tour Guide,177,1713136,1,1,Customer 8272@gmail.com,+91 4119861367,
8273,Customer 8273,49,Female,Ranchi,Widower,Bachelors Degree,Teacher,14,1638270,4,0,Customer 8273@gmail.com,+91 6088828751,
8274,Customer 8274,30,Female,Mysore,Widower,Bachelors Degree,Software Engineer,36,1427480,4,1,Customer 8274@gmail.com,+91 9500847110,
8275,Customer 8275,50,Male,Mysore,Unmarried,Bachelors Degree,IT Consultant,50,885148,2,0,Customer 8275@gmail.com,+91 7002657501,
8276,Customer 8276,66,Male,Raipur,Separated,Masters Degree,Insurance Agent,216,2850303,3,1,Customer 8276@gmail.com,+91 3260126929,
8277,Customer 8277,46,Male,Vadodara,Married,Vocational Training or Trade Certification,Human Resources Manager,113,85769,2,1,Customer 8277@gmail.com,+91 0289996734,
8278,Customer 8278,68,Male,Rajkot,Married,High School Diploma,Content Writer,219,922951,4,0,Customer 8278@gmail.com,+91 0933912674,
8279,Customer 8279,61,Female,Noida,Married,Masters Degree,Investment Banker,182,2786663,4,0,Customer 8279@gmail.com,+91 2823149187,
8280,Customer 8280,45,Male,Chandigarh,Separated,Bachelors Degree,Farmer,78,1137789,2,0,Customer 8280@gmail.com,+91 8512502261,
8281,Customer 8281,42,Other,Srinagar,Married,Masters Degree,Driver,160,4390771,3,0,Customer 8281@gmail.com,+91 1966243459,
8282,Customer 8282,54,Female,Allahabad,Divorced,Professional Degree,Insurance Agent,193,3904777,0,1,Customer 8282@gmail.com,+91 0455256742,
8283,Customer 8283,35,Male,Pune,Widower,Masters Degree,Accountant,138,1328534,0,0,Customer 8283@gmail.com,+91 6013363423,
8284,Customer 8284,41,Male,Allahabad,Divorced,Masters Degree,Content Writer,172,3838376,0,1,Customer 8284@gmail.com,+91 4455119451,
8285,Customer 8285,69,Other,Hyderabad,Divorced,Masters Degree,Stockbroker,61,2841040,2,0,Customer 8285@gmail.com,+91 5053065300,
8286,Customer 8286,64,Female,Ghaziabad,Married,Professional Degree,Writer,38,1852214,1,1,Customer 8286@gmail.com,+91 3329333214,
8287,Customer 8287,58,Female,Shillong,Married,Professional Degree,Content Writer,213,2535257,3,0,Customer 8287@gmail.com,+91 0114743891,
8288,Customer 8288,47,Male,Ranchi,Divorced,Bachelors Degree,Financial Planner,103,4021847,4,1,Customer 8288@gmail.com,+91 4616589451,
8289,Customer 8289,47,Other,Visakhapatnam,Widower,Professional Degree,Financial Planner,217,2901648,2,0,Customer 8289@gmail.com,+91 9068948485,
8290,Customer 8290,43,Male,Amritsar,Divorced,High School Diploma,Human Resources Manager,124,151159,4,1,Customer 8290@gmail.com,+91 6157367813,
8291,Customer 8291,30,Other,Surat,Widower,Professional Degree,Photographer,237,4647007,4,0,Customer 8291@gmail.com,+91 4711354051,
8292,Customer 8292,32,Female,Vadodara,Unmarried,Doctorate Degree,Tour Guide,16,820309,3,0,Customer 8292@gmail.com,+91 0716042132,
8293,Customer 8293,40,Male,Srinagar,Married,Doctorate Degree,Teacher,234,4345748,1,1,Customer 8293@gmail.com,+91 8495835411,
8294,Customer 8294,49,Female,Gwalior,Unmarried,High School Diploma,Accountant,127,191844,4,1,Customer 8294@gmail.com,+91 1181357659,
8295,Customer 8295,38,Male,Amritsar,Separated,Professional Degree,Farmer,107,1139976,2,0,Customer 8295@gmail.com,+91 6559587087,
8296,Customer 8296,44,Other,Pune,Widower,Masters Degree,Architect,15,3739662,3,1,Customer 8296@gmail.com,+91 1479481545,
8297,Customer 8297,45,Female,Patna,Widower,Vocational Training or Trade Certification,Human Resources Manager,83,171022,4,0,Customer 8297@gmail.com,+91 5731694665,
8298,Customer 8298,61,Female,Thiruvananthapuram,Divorced,Bachelors Degree,Writer,123,4306534,4,0,Customer 8298@gmail.com,+91 4017623967,
8299,Customer 8299,60,Other,Jaipur,Married,Vocational Training or Trade Certification,Banker,155,1457677,3,1,Customer 8299@gmail.com,+91 2718758452,
8300,Customer 8300,57,Other,Srinagar,Unmarried,Doctorate Degree,Marketing Manager,59,1926515,1,1,Customer 8300@gmail.com,+91 3554735704,
8301,Customer 8301,67,Other,Faridabad,Divorced,Doctorate Degree,Consultant,39,3699070,0,0,Customer 8301@gmail.com,+91 3657510209,
8302,Customer 8302,55,Other,Kanpur,Widower,Masters Degree,Investment Banker,176,406236,3,0,Customer 8302@gmail.com,+91 0148444132,
8303,Customer 8303,59,Other,Jabalpur,Unmarried,Professional Degree,Financial Analyst,214,235675,4,1,Customer 8303@gmail.com,+91 6179692687,
8304,Customer 8304,47,Other,Coconut Grove,Separated,Masters Degree,Security Guard,6,3173727,0,0,Customer 8304@gmail.com,+91 6503914734,
8305,Customer 8305,25,Other,Panaji,Separated,Masters Degree,Teacher,118,4393816,3,1,Customer 8305@gmail.com,+91 3826285468,
8306,Customer 8306,47,Female,Nashik,Married,Bachelors Degree,IT Consultant,234,649539,0,0,Customer 8306@gmail.com,+91 7083578735,
8307,Customer 8307,33,Female,Kanpur,Separated,Masters Degree,Housekeeper,76,3807183,2,1,Customer 8307@gmail.com,+91 0386637745,
8308,Customer 8308,28,Male,Chandigarh,Married,High School Diploma,Chef,39,3356636,4,1,Customer 8308@gmail.com,+91 5705838651,
8309,Customer 8309,26,Other,Faridabad,Widower,High School Diploma,Security Guard,229,498891,1,0,Customer 8309@gmail.com,+91 3197472331,
8310,Customer 8310,53,Female,Jodhpur,Married,High School Diploma,Civil Engineer,12,4023572,0,0,Customer 8310@gmail.com,+91 2406649642,
8311,Customer 8311,26,Male,Delhi,Widower,Masters Degree,Driver,88,4451952,0,1,Customer 8311@gmail.com,+91 9515805498,
8312,Customer 8312,70,Other,Kanpur,Unmarried,Professional Degree,Doctor,222,2982007,0,1,Customer 8312@gmail.com,+91 5812495316,
8313,Customer 8313,61,Other,Mumbai,Widower,Professional Degree,Mechanical Engineer,59,1962160,2,1,Customer 8313@gmail.com,+91 3253818754,
8314,Customer 8314,38,Other,Jabalpur,Separated,Doctorate Degree,Teacher,206,2016047,4,0,Customer 8314@gmail.com,+91 6084474958,
8315,Customer 8315,32,Male,Nashik,Widower,Vocational Training or Trade Certification,Marketing Manager,57,1354925,0,0,Customer 8315@gmail.com,+91 0652199351,
8316,Customer 8316,60,Other,Thiruvananthapuram,Married,Vocational Training or Trade Certification,Human Resources Manager,55,3988258,0,1,Customer 8316@gmail.com,+91 8162577236,
8317,Customer 8317,59,Other,Bhopal,Separated,High School Diploma,Writer,227,152390,4,0,Customer 8317@gmail.com,+91 8725018648,
8318,Customer 8318,40,Other,Panaji,Unmarried,Professional Degree,Professor,8,29665,4,1,Customer 8318@gmail.com,+91 6874994551,
8319,Customer 8319,41,Other,Patna,Unmarried,Professional Degree,Teacher,7,3430249,2,1,Customer 8319@gmail.com,+91 7879825464,
8320,Customer 8320,39,Female,Jamshedpur,Separated,Bachelors Degree,Sports Coach,128,4383799,1,0,Customer 8320@gmail.com,+91 5751840958,
8321,Customer 8321,26,Other,Shillong,Separated,High School Diploma,Teacher,228,1786241,3,0,Customer 8321@gmail.com,+91 9399252750,
8322,Customer 8322,43,Female,Ghaziabad,Widower,High School Diploma,Farmer,115,1311786,1,1,Customer 8322@gmail.com,+91 4956932293,
8323,Customer 8323,58,Female,Ahmedabad,Married,Doctorate Degree,Delivery Person,179,2694712,1,1,Customer 8323@gmail.com,+91 7657661967,
8324,Customer 8324,61,Other,Noida,Unmarried,Bachelors Degree,Driver,173,483110,3,0,Customer 8324@gmail.com,+91 6136890928,
8325,Customer 8325,49,Other,Kanpur,Unmarried,High School Diploma,Driver,90,2659775,3,1,Customer 8325@gmail.com,+91 6410502833,
8326,Customer 8326,53,Other,Pune,Divorced,High School Diploma,Farmer,182,3385212,2,0,Customer 8326@gmail.com,+91 9316277134,
8327,Customer 8327,50,Male,Mumbai,Unmarried,High School Diploma,Nurse,46,716348,3,0,Customer 8327@gmail.com,+91 7347555063,
8328,Customer 8328,48,Female,Patna,Unmarried,Professional Degree,Businessman,33,3379641,3,0,Customer 8328@gmail.com,+91 2941347799,
8329,Customer 8329,57,Other,Surat,Separated,Doctorate Degree,Financial Planner,148,1664953,4,0,Customer 8329@gmail.com,+91 1544332799,
8330,Customer 8330,50,Female,Jaipur,Unmarried,Professional Degree,Plumber,146,2424235,2,1,Customer 8330@gmail.com,+91 7606626153,
8331,Customer 8331,52,Other,Pune,Unmarried,Professional Degree,Project Manager,115,2916125,1,1,Customer 8331@gmail.com,+91 2577042980,
8332,Customer 8332,69,Female,Ranchi,Separated,Vocational Training or Trade Certification,Driver,168,1545434,3,1,Customer 8332@gmail.com,+91 8359230410,
8333,Customer 8333,64,Other,Chennai,Married,Masters Degree,Businessman,54,1042260,3,0,Customer 8333@gmail.com,+91 9219505079,
8334,Customer 8334,63,Other,Allahabad,Widower,Professional Degree,Stockbroker,22,3816183,0,0,Customer 8334@gmail.com,+91 4744966695,
8335,Customer 8335,34,Other,Mysore,Married,Masters Degree,Security Guard,98,2266506,3,0,Customer 8335@gmail.com,+91 9295592218,
8336,Customer 8336,35,Male,Dehradun,Divorced,High School Diploma,Hair Stylist,142,1290368,1,0,Customer 8336@gmail.com,+91 9686405742,
8337,Customer 8337,58,Male,Chandigarh,Married,Vocational Training or Trade Certification,Farmer,79,1345223,1,1,Customer 8337@gmail.com,+91 7927235013,
8338,Customer 8338,66,Female,Vadodara,Married,Bachelors Degree,Nurse,199,2315237,3,0,Customer 8338@gmail.com,+91 3593295585,
8339,Customer 8339,63,Other,Jamshedpur,Divorced,Vocational Training or Trade Certification,Lawyer,98,648783,4,1,Customer 8339@gmail.com,+91 3390035551,
8340,Customer 8340,26,Other,Guwahati,Unmarried,Masters Degree,Investment Banker,184,2411549,1,0,Customer 8340@gmail.com,+91 5807463534,
8341,Customer 8341,48,Male,Bhopal,Divorced,Vocational Training or Trade Certification,Security Guard,27,2267607,0,0,Customer 8341@gmail.com,+91 5695950416,
8342,Customer 8342,44,Female,Hyderabad,Separated,Professional Degree,Chef,16,2202648,4,0,Customer 8342@gmail.com,+91 9592556542,
8343,Customer 8343,32,Other,Ghaziabad,Divorced,Masters Degree,Human Resources Manager,230,509497,0,1,Customer 8343@gmail.com,+91 5315421820,
8344,Customer 8344,63,Female,Indore,Divorced,Vocational Training or Trade Certification,Social Media Manager,191,2922379,0,0,Customer 8344@gmail.com,+91 5344693189,
8345,Customer 8345,59,Female,Chandigarh,Married,Masters Degree,Photographer,29,711326,4,0,Customer 8345@gmail.com,+91 6458092425,
8346,Customer 8346,52,Other,Noida,Separated,High School Diploma,Farmer,205,3626638,2,1,Customer 8346@gmail.com,+91 8363944923,
8347,Customer 8347,47,Female,Ghaziabad,Separated,High School Diploma,Plumber,164,3997693,0,1,Customer 8347@gmail.com,+91 0931074449,
8348,Customer 8348,39,Other,Dehradun,Widower,Masters Degree,Nurse,132,1765142,4,1,Customer 8348@gmail.com,+91 0414548473,
8349,Customer 8349,65,Other,Faridabad,Married,Vocational Training or Trade Certification,Civil Engineer,169,2701246,3,1,Customer 8349@gmail.com,+91 1529447237,
8350,Customer 8350,32,Other,Shillong,Divorced,Professional Degree,Insurance Agent,240,1844702,2,1,Customer 8350@gmail.com,+91 3957879196,
8351,Customer 8351,51,Male,Nashik,Unmarried,Masters Degree,Consultant,98,4573013,3,1,Customer 8351@gmail.com,+91 0817421708,
8352,Customer 8352,43,Other,Kanpur,Unmarried,High School Diploma,Writer,141,4866989,0,0,Customer 8352@gmail.com,+91 6838199818,
8353,Customer 8353,29,Female,Guwahati,Unmarried,Vocational Training or Trade Certification,Sales Executive,92,215044,3,0,Customer 8353@gmail.com,+91 6323203757,
8354,Customer 8354,34,Male,Chennai,Unmarried,Masters Degree,Consultant,98,2033404,4,1,Customer 8354@gmail.com,+91 0143868682,
8355,Customer 8355,53,Male,Surat,Divorced,Masters Degree,Project Manager,212,3195855,0,0,Customer 8355@gmail.com,+91 2823053583,
8356,Customer 8356,63,Male,Ghaziabad,Married,Vocational Training or Trade Certification,Teacher,174,3653844,4,1,Customer 8356@gmail.com,+91 6521344683,
8357,Customer 8357,32,Other,Jodhpur,Married,Professional Degree,Civil Engineer,174,252861,0,1,Customer 8357@gmail.com,+91 7526777753,
8358,Customer 8358,37,Other,Madurai,Divorced,Bachelors Degree,Investment Banker,122,4675847,3,0,Customer 8358@gmail.com,+91 1414710066,
8359,Customer 8359,58,Male,Jaipur,Unmarried,Masters Degree,Chef,218,4942206,3,1,Customer 8359@gmail.com,+91 3445016217,
8360,Customer 8360,36,Male,Gwalior,Unmarried,High School Diploma,Event Planner,108,1215326,0,0,Customer 8360@gmail.com,+91 5613523995,
8361,Customer 8361,27,Male,Indore,Widower,Vocational Training or Trade Certification,Chef,123,4285297,3,1,Customer 8361@gmail.com,+91 5449510987,
8362,Customer 8362,63,Other,Vijayawada,Married,Professional Degree,Project Manager,167,3188733,2,1,Customer 8362@gmail.com,+91 5708318652,
8363,Customer 8363,58,Female,Allahabad,Separated,Vocational Training or Trade Certification,IT Consultant,117,2867901,2,1,Customer 8363@gmail.com,+91 4939030766,
8364,Customer 8364,59,Male,Pune,Divorced,High School Diploma,Carpenter,47,4617629,3,0,Customer 8364@gmail.com,+91 3571433724,
8365,Customer 8365,70,Female,Jodhpur,Widower,Vocational Training or Trade Certification,Data Analyst,233,731014,0,1,Customer 8365@gmail.com,+91 2015854191,
8366,Customer 8366,33,Male,Rajkot,Divorced,Vocational Training or Trade Certification,Human Resources Manager,130,3068457,3,0,Customer 8366@gmail.com,+91 7517645881,
8367,Customer 8367,41,Other,Chennai,Unmarried,Doctorate Degree,Architect,68,3339096,4,1,Customer 8367@gmail.com,+91 2114726525,
8368,Customer 8368,49,Male,Hyderabad,Unmarried,Bachelors Degree,Driver,97,2276738,0,0,Customer 8368@gmail.com,+91 1727212745,
8369,Customer 8369,52,Other,Jabalpur,Unmarried,Professional Degree,Nurse,194,4175631,0,0,Customer 8369@gmail.com,+91 9132386310,
8370,Customer 8370,48,Female,Jamshedpur,Widower,Professional Degree,Teacher,35,270228,0,0,Customer 8370@gmail.com,+91 2554987876,
8371,Customer 8371,30,Male,Vijayawada,Widower,Bachelors Degree,Investment Banker,39,321969,4,1,Customer 8371@gmail.com,+91 0405720513,
8372,Customer 8372,63,Male,Nagpur,Widower,Professional Degree,Electrician,113,733905,0,1,Customer 8372@gmail.com,+91 9269731987,
8373,Customer 8373,53,Other,Amritsar,Married,Professional Degree,Stockbroker,88,2716083,3,1,Customer 8373@gmail.com,+91 4538538775,
8374,Customer 8374,28,Female,Delhi,Widower,High School Diploma,Delivery Person,95,3523789,3,1,Customer 8374@gmail.com,+91 9516011501,
8375,Customer 8375,65,Other,Raipur,Divorced,Vocational Training or Trade Certification,Human Resources Manager,125,4233398,1,0,Customer 8375@gmail.com,+91 0303400322,
8376,Customer 8376,37,Male,Rajkot,Separated,Professional Degree,Stockbroker,138,4987934,3,0,Customer 8376@gmail.com,+91 0900541403,
8377,Customer 8377,31,Other,Kochi,Separated,Professional Degree,Doctor,122,3067250,2,0,Customer 8377@gmail.com,+91 2481675423,
8378,Customer 8378,66,Other,Thiruvananthapuram,Widower,Vocational Training or Trade Certification,Consultant,186,3662100,1,0,Customer 8378@gmail.com,+91 4205986678,
8379,Customer 8379,44,Other,Kochi,Married,Professional Degree,Photographer,31,2775032,0,1,Customer 8379@gmail.com,+91 0205500992,
8380,Customer 8380,61,Male,Coimbatore,Married,High School Diploma,Lawyer,76,3953275,1,1,Customer 8380@gmail.com,+91 4488453801,
8381,Customer 8381,40,Male,Nashik,Married,High School Diploma,Doctor,200,1289011,2,0,Customer 8381@gmail.com,+91 5003677262,
8382,Customer 8382,58,Male,Dehradun,Separated,Bachelors Degree,Fashion Designer,227,1199807,0,0,Customer 8382@gmail.com,+91 2033714291,
8383,Customer 8383,34,Other,Visakhapatnam,Unmarried,Doctorate Degree,Accountant,92,260838,3,0,Customer 8383@gmail.com,+91 5909991038,
8384,Customer 8384,30,Female,Ahmedabad,Unmarried,Masters Degree,Housekeeper,230,2263482,1,1,Customer 8384@gmail.com,+91 7811218755,
8385,Customer 8385,66,Male,Bhubaneswar,Widower,Professional Degree,Consultant,151,1882285,3,0,Customer 8385@gmail.com,+91 3357047005,
8386,Customer 8386,42,Male,Bareilly,Married,High School Diploma,Writer,227,3501178,3,1,Customer 8386@gmail.com,+91 9970778125,
8387,Customer 8387,52,Male,Gwalior,Unmarried,High School Diploma,Photographer,237,3541209,1,1,Customer 8387@gmail.com,+91 8551504443,
8388,Customer 8388,34,Female,Vijayawada,Unmarried,Doctorate Degree,Graphic Designer,194,956319,4,1,Customer 8388@gmail.com,+91 9881923681,
8389,Customer 8389,27,Male,Coimbatore,Separated,Bachelors Degree,Carpenter,52,4676298,2,1,Customer 8389@gmail.com,+91 8199509513,
8390,Customer 8390,52,Other,Hyderabad,Separated,High School Diploma,Tour Guide,115,2586592,4,1,Customer 8390@gmail.com,+91 6316581936,
8391,Customer 8391,61,Female,Kolkata,Unmarried,Bachelors Degree,Data Analyst,90,2807362,4,1,Customer 8391@gmail.com,+91 3570326031,
8392,Customer 8392,39,Female,Guwahati,Unmarried,Vocational Training or Trade Certification,Software Engineer,202,1631594,4,1,Customer 8392@gmail.com,+91 6927536890,
8393,Customer 8393,60,Other,Kochi,Unmarried,Professional Degree,Human Resources Manager,59,1485911,3,1,Customer 8393@gmail.com,+91 5670406908,
8394,Customer 8394,60,Other,Gwalior,Widower,Doctorate Degree,Doctor,106,510802,4,0,Customer 8394@gmail.com,+91 8586137747,
8395,Customer 8395,29,Female,Surat,Widower,Masters Degree,Architect,57,4466197,0,0,Customer 8395@gmail.com,+91 5815749247,
8396,Customer 8396,38,Female,Jaipur,Widower,Vocational Training or Trade Certification,Human Resources Manager,40,535542,2,0,Customer 8396@gmail.com,+91 2566797160,
8397,Customer 8397,64,Female,Jodhpur,Separated,Vocational Training or Trade Certification,Nurse,203,967861,2,0,Customer 8397@gmail.com,+91 7585669568,
8398,Customer 8398,58,Male,Lucknow,Divorced,High School Diploma,Teacher,196,470539,2,1,Customer 8398@gmail.com,+91 1550058253,
8399,Customer 8399,55,Male,Delhi,Divorced,Doctorate Degree,Mechanical Engineer,91,2896103,0,1,Customer 8399@gmail.com,+91 8366542124,
8400,Customer 8400,31,Male,Mysore,Unmarried,Professional Degree,Stockbroker,117,1022911,2,0,Customer 8400@gmail.com,+91 4490288536,
8401,Customer 8401,32,Female,Raipur,Separated,Doctorate Degree,Farmer,227,1200874,3,0,Customer 8401@gmail.com,+91 5880401321,
8402,Customer 8402,55,Female,Mumbai,Unmarried,Doctorate Degree,Sales Executive,207,1547815,3,0,Customer 8402@gmail.com,+91 7149127703,
8403,Customer 8403,42,Male,Bhilai,Separated,High School Diploma,Electrician,92,1014702,0,1,Customer 8403@gmail.com,+91 5324106534,
8404,Customer 8404,45,Male,Raipur,Widower,Masters Degree,Accountant,31,2490433,2,0,Customer 8404@gmail.com,+91 1824525553,
8405,Customer 8405,63,Male,Nagpur,Divorced,Masters Degree,Social Media Manager,101,4536954,2,0,Customer 8405@gmail.com,+91 0608398477,
8406,Customer 8406,67,Male,Thiruvananthapuram,Widower,Vocational Training or Trade Certification,Insurance Agent,3,3800624,4,0,Customer 8406@gmail.com,+91 5950367889,
8407,Customer 8407,54,Other,Mysore,Widower,Bachelors Degree,Nurse,119,3749938,4,0,Customer 8407@gmail.com,+91 5974836785,
8408,Customer 8408,32,Other,Patna,Divorced,Vocational Training or Trade Certification,Sales Executive,142,4099503,3,1,Customer 8408@gmail.com,+91 6728451798,
8409,Customer 8409,68,Female,Patna,Separated,Doctorate Degree,Teacher,187,3790391,4,0,Customer 8409@gmail.com,+91 5620779541,
8410,Customer 8410,46,Male,Jaipur,Widower,Vocational Training or Trade Certification,Delivery Person,206,2226249,0,0,Customer 8410@gmail.com,+91 6958483067,
8411,Customer 8411,52,Female,Jabalpur,Unmarried,High School Diploma,Nurse,158,1983761,1,0,Customer 8411@gmail.com,+91 2658047649,
8412,Customer 8412,42,Female,Jamshedpur,Divorced,High School Diploma,Sales Executive,86,857694,4,1,Customer 8412@gmail.com,+91 0262019348,
8413,Customer 8413,35,Female,Ghaziabad,Unmarried,High School Diploma,Accountant,166,677924,2,1,Customer 8413@gmail.com,+91 1150251743,
8414,Customer 8414,38,Male,Kanpur,Widower,Doctorate Degree,Content Writer,107,1271511,4,1,Customer 8414@gmail.com,+91 6068901300,
8415,Customer 8415,60,Male,Ahmedabad,Separated,Professional Degree,Human Resources Manager,178,1521450,2,1,Customer 8415@gmail.com,+91 8828151036,
8416,Customer 8416,25,Other,Srinagar,Widower,Vocational Training or Trade Certification,Electrician,184,1708920,2,1,Customer 8416@gmail.com,+91 6553862562,
8417,Customer 8417,30,Male,Patna,Married,Professional Degree,Electrician,208,1306823,4,1,Customer 8417@gmail.com,+91 0082930803,
8418,Customer 8418,26,Male,Patna,Unmarried,High School Diploma,Civil Engineer,189,3597882,4,1,Customer 8418@gmail.com,+91 5917761854,
8419,Customer 8419,57,Female,Jabalpur,Married,Vocational Training or Trade Certification,Architect,227,361168,4,1,Customer 8419@gmail.com,+91 6918380291,
8420,Customer 8420,57,Other,Chennai,Separated,High School Diploma,Project Manager,52,4548829,1,0,Customer 8420@gmail.com,+91 7155229110,
8421,Customer 8421,46,Male,Srinagar,Divorced,High School Diploma,Artist,57,4337820,0,1,Customer 8421@gmail.com,+91 4551008217,
8422,Customer 8422,66,Other,Coconut Grove,Unmarried,High School Diploma,Hair Stylist,206,4697092,4,1,Customer 8422@gmail.com,+91 7025323189,
8423,Customer 8423,57,Female,Chennai,Separated,Professional Degree,Event Planner,162,1215065,0,0,Customer 8423@gmail.com,+91 0196215723,
8424,Customer 8424,48,Male,Ahmedabad,Married,Vocational Training or Trade Certification,Insurance Agent,54,3764233,2,0,Customer 8424@gmail.com,+91 5768260371,
8425,Customer 8425,27,Male,Hyderabad,Divorced,Bachelors Degree,Content Writer,106,4945382,2,1,Customer 8425@gmail.com,+91 7484686575,
8426,Customer 8426,59,Other,Bhopal,Widower,Doctorate Degree,Graphic Designer,195,3749163,2,0,Customer 8426@gmail.com,+91 5181033759,
8427,Customer 8427,44,Female,Mumbai,Separated,High School Diploma,Civil Engineer,158,329675,2,0,Customer 8427@gmail.com,+91 6691635249,
8428,Customer 8428,39,Male,Ludhiana,Unmarried,Doctorate Degree,Real Estate Agent,120,4043210,4,0,Customer 8428@gmail.com,+91 7867329915,
8429,Customer 8429,47,Female,Kochi,Separated,Doctorate Degree,Human Resources Manager,80,4446765,0,1,Customer 8429@gmail.com,+91 1083998975,
8430,Customer 8430,64,Male,Indore,Widower,High School Diploma,Security Guard,184,2137522,1,0,Customer 8430@gmail.com,+91 1293050113,
8431,Customer 8431,58,Other,Indore,Married,Masters Degree,Stockbroker,192,1972066,1,1,Customer 8431@gmail.com,+91 8138034243,
8432,Customer 8432,40,Male,Jaipur,Divorced,Masters Degree,Banker,29,1480675,4,1,Customer 8432@gmail.com,+91 6459115260,
8433,Customer 8433,70,Other,Nashik,Separated,High School Diploma,IT Consultant,230,137219,0,1,Customer 8433@gmail.com,+91 5036939763,
8434,Customer 8434,69,Other,Visakhapatnam,Widower,Vocational Training or Trade Certification,Fashion Designer,149,1294305,1,0,Customer 8434@gmail.com,+91 4388290444,
8435,Customer 8435,38,Other,Patna,Separated,Vocational Training or Trade Certification,Security Guard,147,1033506,3,0,Customer 8435@gmail.com,+91 7044418986,
8436,Customer 8436,66,Other,Panaji,Widower,Masters Degree,Civil Engineer,18,1607114,3,1,Customer 8436@gmail.com,+91 1858121812,
8437,Customer 8437,69,Female,Madurai,Separated,Masters Degree,Writer,184,1457825,1,0,Customer 8437@gmail.com,+91 8107481860,
8438,Customer 8438,25,Other,Bhilai,Divorced,High School Diploma,Mechanical Engineer,91,3958609,3,0,Customer 8438@gmail.com,+91 8508550094,
8439,Customer 8439,67,Female,Bhopal,Separated,Doctorate Degree,Nurse,110,349816,1,1,Customer 8439@gmail.com,+91 1469576260,
8440,Customer 8440,51,Other,Indore,Separated,Professional Degree,Lawyer,21,668736,4,1,Customer 8440@gmail.com,+91 5658231620,
8441,Customer 8441,38,Other,Delhi,Divorced,Vocational Training or Trade Certification,Financial Analyst,66,96052,1,1,Customer 8441@gmail.com,+91 0586234855,
8442,Customer 8442,39,Other,Raipur,Widower,Professional Degree,Financial Planner,208,3327854,2,1,Customer 8442@gmail.com,+91 6162735086,
